epoch,loss,lr,mae,mape,rmse,val_loss,val_mae,val_mape,val_rmse
0,0.8792852759361267,0.001,0.3910127580165863,303.0393981933594,0.5347908735275269,0.7939220666885376,0.30684351921081543,119.6348648071289,0.35706016421318054
1,0.7449623346328735,0.001,0.21587681770324707,236.94712829589844,0.2792000472545624,0.7950916886329651,0.42025667428970337,144.65553283691406,0.48624157905578613
2,0.6770910620689392,0.001,0.18309099972248077,170.11434936523438,0.24290141463279724,0.6754058003425598,0.30094534158706665,121.26116943359375,0.34783652424812317
3,0.6030851602554321,0.001,0.1496821939945221,124.79898071289062,0.1924886554479599,0.6266329884529114,0.33050113916397095,102.05438232421875,0.3875890374183655
4,0.5360187292098999,0.001,0.12912531197071075,82.40131378173828,0.16752541065216064,0.5289450287818909,0.23270753026008606,125.97566986083984,0.2779516279697418
5,0.4768276512622833,0.001,0.12811970710754395,92.53785705566406,0.1679839938879013,0.45951950550079346,0.18981046974658966,142.9366912841797,0.22833962738513947
6,0.42144903540611267,0.001,0.1222686842083931,109.7459945678711,0.16184042394161224,0.42080071568489075,0.23976260423660278,101.46395111083984,0.27899497747421265
7,0.36938539147377014,0.001,0.10803103446960449,72.8038558959961,0.14132505655288696,0.36624521017074585,0.2098143994808197,92.40271759033203,0.2467634528875351
8,0.3246971666812897,0.001,0.101241335272789,82.15980529785156,0.13245593011379242,0.3271946310997009,0.2182057499885559,99.21038818359375,0.2532719075679779
9,0.285321980714798,0.001,0.09588318318128586,97.61006164550781,0.12374267727136612,0.28851741552352905,0.203227698802948,100.42633819580078,0.24124467372894287
10,0.2537747025489807,0.001,0.10716864466667175,92.39617156982422,0.1385122537612915,0.2510644495487213,0.17802214622497559,108.02793884277344,0.21347711980342865
11,0.22196775674819946,0.001,0.08996497094631195,76.29899597167969,0.11805963516235352,0.2225189208984375,0.16919063031673431,110.87081909179688,0.2067844718694687
12,0.19602833688259125,0.001,0.08547194302082062,86.03590393066406,0.11365511268377304,0.2203366756439209,0.24479621648788452,77.87042236328125,0.2927345335483551
13,0.1742805689573288,0.001,0.08839526772499084,75.7354507446289,0.11716192215681076,0.1938127726316452,0.22840210795402527,99.66853332519531,0.27165570855140686
14,0.1546919196844101,0.001,0.08678614348173141,60.30905532836914,0.1144862100481987,0.16761644184589386,0.1962876319885254,93.9894790649414,0.23929527401924133
15,0.1389394998550415,0.001,0.09098395705223083,76.93199920654297,0.12312619388103485,0.1516013890504837,0.19355902075767517,99.43070983886719,0.2374485582113266
16,0.12335484474897385,0.001,0.08615761250257492,56.631107330322266,0.1150546446442604,0.13006702065467834,0.16460266709327698,109.53221130371094,0.20160901546478271
17,0.10967973619699478,0.001,0.08124911785125732,89.63841247558594,0.10790415108203888,0.1104576587677002,0.13273648917675018,116.29358673095703,0.15979324281215668
18,0.0980200543999672,0.001,0.07872777432203293,71.3074722290039,0.1049102172255516,0.11469099670648575,0.1998768448829651,84.8155288696289,0.23497867584228516
19,0.08889807760715485,0.001,0.08466114103794098,67.02195739746094,0.11275064200162888,0.09311465173959732,0.14106354117393494,140.53672790527344,0.17510715126991272
20,0.08145003020763397,0.001,0.09361773729324341,88.36837768554688,0.12366362661123276,0.08104333281517029,0.12225045263767242,108.98023986816406,0.15107207000255585
21,0.07171869277954102,0.001,0.07921464741230011,74.52950286865234,0.10589303821325302,0.07756168395280838,0.14196699857711792,128.16368103027344,0.17419829964637756
22,0.06502353399991989,0.001,0.08123599737882614,89.04620361328125,0.10746318846940994,0.06791003048419952,0.1228133887052536,110.77012634277344,0.15459765493869781
23,0.058986227959394455,0.001,0.07886055111885071,58.659934997558594,0.10754422843456268,0.061497993767261505,0.12077227979898453,73.66011047363281,0.14957299828529358
24,0.0528232641518116,0.001,0.07567263394594193,71.5204086303711,0.09990980476140976,0.06303932517766953,0.15694741904735565,120.7233657836914,0.1886623650789261
25,0.05067502334713936,0.001,0.08933659642934799,89.07949829101562,0.12331373989582062,0.06315295398235321,0.17380692064762115,108.7313232421875,0.21113674342632294
26,0.0447862446308136,0.001,0.08001182228326797,61.73707962036133,0.10756051540374756,0.06079842895269394,0.17837631702423096,107.02162170410156,0.21813127398490906
27,0.040232785046100616,0.001,0.07514417916536331,68.20850372314453,0.09935587644577026,0.04506845772266388,0.12620192766189575,99.88298797607422,0.15231317281723022
28,0.03686143085360527,0.001,0.07551759481430054,83.42232513427734,0.09966550767421722,0.04560420662164688,0.1462211012840271,147.0330352783203,0.17518338561058044
29,0.03322504460811615,0.001,0.06938023120164871,56.52566909790039,0.09337795525789261,0.042258370667696,0.14232519268989563,90.27058410644531,0.17246614396572113
30,0.031198495998978615,0.001,0.07413049042224884,64.54904174804688,0.10025279968976974,0.04213695600628853,0.15284313261508942,91.37946319580078,0.18566423654556274
31,0.028364315629005432,0.001,0.06929729878902435,60.39223098754883,0.09541748464107513,0.04846186563372612,0.193902850151062,83.38045501708984,0.2270171344280243
32,0.027843063697218895,0.001,0.07964969426393509,56.171470642089844,0.11018314957618713,0.045170027762651443,0.18512141704559326,65.83812713623047,0.22068671882152557
33,0.024846935644745827,0.001,0.0730210691690445,59.558631896972656,0.09815283864736557,0.037276461720466614,0.15371380746364594,87.72821807861328,0.1904517263174057
34,0.02299010381102562,0.001,0.07218948751688004,55.6242561340332,0.09629896283149719,0.03524869680404663,0.15342238545417786,129.9065704345703,0.18827269971370697
35,0.021888205781579018,0.001,0.07329842448234558,62.68548583984375,0.10049682855606079,0.023781495168805122,0.09998418390750885,130.666015625,0.1238773837685585
36,0.020533906295895576,0.001,0.07344314455986023,62.371055603027344,0.10065857321023941,0.03552956134080887,0.1703333556652069,85.15350341796875,0.20372256636619568
37,0.019370025023818016,0.001,0.07558668404817581,75.90137481689453,0.10138892382383347,0.0220186784863472,0.11169309169054031,100.77603149414062,0.12902334332466125
38,0.01812228187918663,0.001,0.073222815990448,61.83308410644531,0.09924037009477615,0.02615046128630638,0.13715112209320068,78.57534790039062,0.1643165498971939
39,0.01697649247944355,0.001,0.07385405898094177,52.15269470214844,0.09789448231458664,0.031189879402518272,0.16244608163833618,159.47653198242188,0.19734811782836914
40,0.016972556710243225,0.001,0.07898852974176407,78.04205322265625,0.10571912676095963,0.031337104737758636,0.16595341265201569,101.97282409667969,0.20159021019935608
41,0.015992194414138794,0.001,0.07695047557353973,66.7796401977539,0.10316444933414459,0.027776820585131645,0.15904153883457184,178.69241333007812,0.18709838390350342
42,0.015194048173725605,0.001,0.076649010181427,68.6112060546875,0.10217183083295822,0.024626899510622025,0.1394379585981369,91.16851806640625,0.17327028512954712
43,0.01539458055049181,0.001,0.08002222329378128,80.5134048461914,0.10968415439128876,0.031057201325893402,0.1750328093767166,202.10047912597656,0.20943611860275269
44,0.013757732696831226,0.001,0.0728752389550209,72.34984588623047,0.09916519373655319,0.019900480285286903,0.1204603984951973,115.7042465209961,0.15075503289699554
45,0.012847542762756348,0.001,0.07034416496753693,71.48050689697266,0.09568095207214355,0.021599959582090378,0.13559232652187347,149.3123321533203,0.1647132933139801
46,0.013023560866713524,0.001,0.074505515396595,95.97884368896484,0.10158468037843704,0.021785898134112358,0.12692594528198242,160.7400665283203,0.16819079220294952
47,0.013230014592409134,0.001,0.08162645250558853,71.31696319580078,0.10742971301078796,0.01810850389301777,0.12416066229343414,82.08859252929688,0.14708153903484344
48,0.012699737213551998,0.001,0.0777413621544838,74.17716217041016,0.10553622990846634,0.02488258108496666,0.1569449007511139,117.08588409423828,0.1893613487482071
49,0.012103181332349777,0.001,0.07414597272872925,90.20914459228516,0.10323357582092285,0.03282236307859421,0.18170106410980225,212.29771423339844,0.2290637195110321
50,0.01147325150668621,0.001,0.07437976449728012,60.583858489990234,0.10068538784980774,0.017527107149362564,0.12163252383470535,99.19098663330078,0.1501592993736267
51,0.010730314999818802,0.001,0.07163708657026291,55.71297836303711,0.09586057811975479,0.022764990106225014,0.15541864931583405,189.71029663085938,0.18310771882534027
52,0.010413861833512783,0.001,0.0702013149857521,70.81901550292969,0.09535558521747589,0.01401976402848959,0.09206634014844894,118.95469665527344,0.128920778632164
53,0.009681999683380127,0.001,0.0683211237192154,60.126014709472656,0.09075266122817993,0.011555912904441357,0.08670062571763992,84.90612030029297,0.11075401306152344
54,0.009522262960672379,0.001,0.06761443614959717,59.429039001464844,0.0923437774181366,0.015366259030997753,0.11344055086374283,110.56050872802734,0.14340204000473022
55,0.009921274147927761,0.001,0.0726429671049118,52.73401641845703,0.09968440979719162,0.020129557698965073,0.13968072831630707,147.98081970214844,0.17487120628356934
56,0.010101154446601868,0.001,0.07659130543470383,53.461822509765625,0.10311584174633026,0.025784838944673538,0.16976675391197205,100.2667465209961,0.20551420748233795
57,0.009318983182311058,0.001,0.07232797145843506,70.44696044921875,0.09661958366632462,0.0237017460167408,0.15723666548728943,165.31689453125,0.19554270803928375
58,0.010392503812909126,0.001,0.07772473990917206,92.84891510009766,0.10821380466222763,0.01252724602818489,0.09984574466943741,109.78636932373047,0.12685349583625793
59,0.009204845875501633,0.001,0.07106265425682068,54.15153884887695,0.09771038591861725,0.01680719666182995,0.13195614516735077,78.59744262695312,0.15802688896656036
60,0.008729477412998676,0.001,0.06867041438817978,66.73582458496094,0.09452349692583084,0.01816469617187977,0.14210887253284454,163.5635986328125,0.16715410351753235
61,0.00840681977570057,0.001,0.06785224378108978,62.983280181884766,0.09298212826251984,0.013353345915675163,0.10646189004182816,101.8812255859375,0.13703122735023499
62,0.008922833018004894,0.001,0.07063867896795273,69.75660705566406,0.09868776798248291,0.02273198962211609,0.1742776483297348,172.0409393310547,0.19341222941875458
63,0.008355027064681053,0.001,0.07103344053030014,83.83837890625,0.09476812928915024,0.01218860037624836,0.10550756007432938,112.4920425415039,0.13019222021102905
64,0.0076333447359502316,0.0005,0.06700050085783005,86.592529296875,0.08960161358118057,0.020043648779392242,0.15371203422546387,91.22775268554688,0.18183717131614685
65,0.007737939711660147,0.0005,0.06777015328407288,70.46319580078125,0.09290365129709244,0.02913515828549862,0.18665142357349396,94.34944152832031,0.22720623016357422
66,0.006835029926151037,0.0005,0.0634259507060051,42.759334564208984,0.08441007137298584,0.015224401839077473,0.12265840917825699,95.51903533935547,0.15505418181419373
67,0.007280413992702961,0.0005,0.0654955804347992,71.76507568359375,0.09079091995954514,0.011801309883594513,0.1098148301243782,83.68140411376953,0.1317925602197647
68,0.007020200602710247,0.0005,0.06614211946725845,66.15026092529297,0.08877052366733551,0.015318539924919605,0.13097310066223145,112.57556915283203,0.15653352439403534
69,0.008107991889119148,0.0005,0.07278642058372498,57.38530349731445,0.10035543143749237,0.017928272485733032,0.13896837830543518,155.45431518554688,0.1723799854516983
70,0.007454270962625742,0.0005,0.0690571665763855,70.07970428466797,0.09386681020259857,0.01429137121886015,0.11388570070266724,125.68067169189453,0.1500496119260788
71,0.007600517477840185,0.0005,0.06924267113208771,75.53240203857422,0.09591306000947952,0.02248758263885975,0.15745747089385986,51.979156494140625,0.19750577211380005
72,0.007075617089867592,0.0005,0.06547104567289352,55.42396926879883,0.09030676633119583,0.017023485153913498,0.13568542897701263,155.72157287597656,0.167576864361763
73,0.006733134388923645,0.0005,0.06199800595641136,52.78922653198242,0.08728843182325363,0.017100544646382332,0.1387203484773636,142.4112548828125,0.1687881201505661
